,Product Lookup,,Location Filters,,,,,
Delete,Product Name,Product Sku,Type,Zone,State,City,Locality,PIN Code
Y || N,Max 191 characters,"Valid alphanumeric value without space, Unique sku",Zone || State || City || Locality,Only string value,Only string value,Only string value,Only string value,Only number value
* Required,* Required,* Required,* Required,---,---,---,---,---
N,"Agarwal Cineplex Lansdowne-1, Lansdowne, Uttarakhand",CINEMA003591,locality,North,Uttarakhand,Lansdowne,,
N,"Kss Miniplex Ramnagar-Blue Audi, Ramnagar, Uttarakhand",CINEMA003592,locality,North,Uttarakhand,Ramnagar,,
N,"Chhotu Maharaj Cine Cafe Ranipokhari-1, Ranipokhari, Uttarakhand",CINEMA003593,locality,North,Uttarakhand,Ranipokhari,,248145
N,"Trihari Cinema Tehri-1, Tehri, Uttarakhand",CINEMA003594,locality,North,Uttarakhand,Tehri,,249001
N,"Chhotu Maharaj Cine Cafe Alipurduar-1, Alipurduar, West Bengal",CINEMA003595,locality,East,West Bengal,Alipurduar,,
N,"Uma Cinema Bakhrahat-1, Bakhrahat, West Bengal",CINEMA003596,locality,East,West Bengal,Bakhrahat,,
N,"Sreema Cinema Bangaon-1, Bangaon, West Bengal",CINEMA003597,locality,East,West Bengal,Bangaon,,
N,"Bichitra Cinema Burdwan-1, Bardhaman, West Bengal",CINEMA003598,locality,East,West Bengal,Bardhaman,,
N,"Surasree Cinema Bauria-1, Bauria, West Bengal",CINEMA003599,locality,East,West Bengal,Bauria,,
N,"Sova Cinema Betberia-2, Betberia, West Bengal",CINEMA003600,locality,East,West Bengal,Betberia,,
N,"Rabindra Manch Cinema Bhadreshwar-1, Bhadreshwar, West Bengal",CINEMA003601,locality,East,West Bengal,Bhadreshwar,,
N,"New Royal Cinema Kolkata-1, Dharmatala, West Bengal",CINEMA003602,locality,East,West Bengal,Dharmatala,,
N,"Gandheshwari Chitralaya Fulkusma-1, Fulkusma, West Bengal",CINEMA003603,locality,East,West Bengal,Fulkusma,,722162
N,"Mitali Cinema Hasnabad-1, Hansabad, West Bengal",CINEMA003604,locality,East,West Bengal,Hansabad,,
N,"Chhotu Maharaj Cine Cafe Jhargram-1, Jhargram, West Bengal",CINEMA003605,locality,East,West Bengal,Jhargram,,
N,"Jawahar Cinema Kolkata-1, Kolkata, West Bengal",CINEMA003606,locality,East,West Bengal,Kolkata,,
N,"Khatoon Mahal Cinema Kolkata-1, Kolkata, West Bengal",CINEMA003607,locality,East,West Bengal,Kolkata,,700024
N,"Ekta Manch Cinema Kusumgram-1, Kusumgram, West Bengal",CINEMA003608,locality,East,West Bengal,Kusumgram,,
N,"Alochaya Cinema Nabadwip-1, Nabadwip, West Bengal",CINEMA003609,locality,East,West Bengal,Nabadwip,,
N,"Santisree Cinema North 24 Pargana-1, North 24 Parganas, West Bengal",CINEMA003610,locality,East,West Bengal,North 24 Parganas,,
N,"Devleen Cinema Ramjibanpur-1, Ramjibanpur, West Bengal",CINEMA003611,locality,East,West Bengal,Ramjibanpur,,
N,"Sandhya Cinema Balurghat-1, Balurghat, West Bengal",CINEMA003612,locality,East,West Bengal,Balurghat,,
N,"Cinepolis: Lake Mall, Kolkata",CINEMA003613,locality,East,West Bengal,Kolkata,,
N,Anuroop Talkies: Samastipur,CINEMA003614,locality,East,Bihar,Samastipur,,
N,FUN Cinemas Rushil Cinema: Dahegam,CINEMA003615,locality,West,Gujarat,Dahegam,,
N,INOX: Vizag Chitralaya Mall,CINEMA003616,locality,South,Andhra Pradesh,Vizag,,
N,LN Smart Theatre: Jehanabad,CINEMA003617,locality,East,Bihar,Jehanabad,,
N,"Maison PVR Jio World Drive IN, BKC, Mumbai",CINEMA003618,locality,West,Maharashtra,Mumbai,,400051
N,"PVR Ripples Mall, MG Road, Vijaywada",CINEMA003619,locality,South,Andhra Pradesh,Vijaywada,,520010
N,"Sri Vigneswara Theatre, Nizampatnam",CINEMA003620,locality,South,Andhra Pradesh,Nizampatnam,,522314
N,"SVF Cinemas : Sentrum Mall, Krishnanagar",CINEMA003621,locality,East,West Bengal,Krishnanagar,,741101
N,"Vismaya Cinemas 4K Dolby Atmos, LIC Road, Perinthalmanna",CINEMA003622,locality,South,Kerala,Perinthalmanna,,
N,"Ramakrishna Theatre A/C, Kenal Road, Konithiwada",CINEMA003623,locality,South,Andhra Pradesh,Konithiwada,,
N,Ramakrishna Theatre A/C: Konithiwada,CINEMA003624,locality,South,Andhra Pradesh,Konithiwada,,
N,"Connplex Cinemas: S P Verma Road (JD Mall), Patna",CINEMA003625,locality,East,Bihar,Patna,,800001
N,AM Deluxe Theatre A/C: Thiruthuraipoondi,CINEMA003626,locality,South,Tamil Nadu,Thiruthuraipoondi,,614713
N,Anandamoyee Cinema Hall: Udaynarayanpur,CINEMA003627,locality,East,West Bengal,Udaynarayanpur,,
N,Ashok Theatre A/C 4K Dolby Atmos: Pondicherry,CINEMA003628,locality,South,Puducherry,Pondicherry,,605110
N,"Cinepolis: MOT, Trivandrum",CINEMA003629,locality,South,Kerala,Trivandrum,,
N,Divya Theatre A/C 4K RGB LASER: Pondicherry,CINEMA003630,locality,South,Puducherry,Pondicherry,,
N,"HDFC Millennia PVR Escape-Express Avenue Mall, Chennai",CINEMA003631,locality,South,Tamil Nadu,Chennai,,
N,"Mythri Sri Krishna Theatre ( Newly Renovated), New Rainbow Concept School, Mahbubnagar",CINEMA003632,locality,South,Telangana,Mahbubnagar,,509001
N,"PVR Palazzo, The Nexus Vijaya Mall, Chennai",CINEMA003633,locality,South,Tamil Nadu,Chennai,,600026
N,"Sri Raja Rajeshwari Picture Palace, Narsapur",CINEMA003634,locality,South,Andhra Pradesh,Narsapur,,
N,Sri Rajaveni Theatre: Jaggampeta,CINEMA003635,locality,South,Andhra Pradesh,Jaggampeta,,
N,Sri Sangameshwara Chitramandira: Vijayapura,CINEMA003636,locality,South,Karnataka,Vijayapura,,
N,"Cinepolis: Jagat Mall, Chandigarh",CINEMA003637,locality,North,Chandigarh,Chandigarh,,
N,Asian Srinivasa Theater: Miryalaguda,CINEMA003638,locality,South,Telangana,Miryalaguda,,508207
N,Byte Suramandir Cinema: Palanpur,CINEMA003639,locality,West,Gujarat,Palanpur,,
N,"Chhotu Maharaj Cine Cafe: Godda, Jharkhand",CINEMA003640,locality,East,Jharkhand,Godda,,
N,"CineBliss Neelkamal Cinema, Neelkamal, Lonavla",CINEMA003641,locality,West,Maharashtra,Lonavla,,
N,E Max Cinemas Dolby Atmos RGB Laser: Calicut,CINEMA003642,locality,South,Kerala,Calicut,,673008
N,FUN Cinemas Aradhana Cinema: Veraval,CINEMA003643,locality,West,Gujarat,Veraval,,362265
N,"INOX Galleria Mall, Yelahanka, Bengaluru",CINEMA003644,locality,South,Karnataka,Bengaluru,,560064
N,"INOX Reliance Mall, Garkheda, Aurangabad",CINEMA003645,locality,West,Maharashtra,Aurangabad,,431009
N,"INOX: Reliance Mall, Chhatrapati Sambhaji Nagar",CINEMA003646,locality,West,Maharashtra,Chhatrapati Sambhaji Nagar,,
N,"Metro INOX Cinema, M.G. Road, Mumbai",CINEMA003647,locality,West,Maharashtra,Mumbai,,400020
N,"Miraj Cinemas : NBC, Nandurbar",CINEMA003648,locality,West,Maharashtra,Nandurbar,,
N,Novelty MGS Cinemas Dolby Atmos: Lalbagh,CINEMA003649,locality,North,Uttar Pradesh,Lalbagh,,226001
N,"PVR Mega Mall, Golf Course Road, Gurugram",CINEMA003650,locality,North,Haryana,Gurugram,,122002
N,"PVR: Cinemall, Kota",CINEMA003651,locality,North,Rajasthan,Kota,,
N,"RDB Cinemas: Salt Lake, Kolkata",CINEMA003652,locality,East,West Bengal,Kolkata,,700091
N,RR Cinema (Dolby Atmos Sound): Saharanpur,CINEMA003653,locality,North,Uttar Pradesh,Saharanpur,,
N,SR Novo Cinema: Jeypore,CINEMA003654,locality,East,Odisha,Jeypore,,
N,Sree Gopikrishna Cineplex: Kothapalli,CINEMA003655,locality,South,Andhra Pradesh,Kothapalli,,
N,Sri Satayanarayana Theatre: Kathipudi,CINEMA003656,locality,South,Andhra Pradesh,Kathipudi,,
N,Sri Venkateshwara Talkies: Bhilai,CINEMA003657,locality,Central,Chhattisgarh,Bhilai,,490023
N,Sri Venkateswara Talkies: Mancherial,CINEMA003658,locality,South,Telangana,Mancherial,,
N,Lakshmi Raam Theatre: Karur,CINEMA003659,locality,South,Tamil Nadu,Karur,,
N,Lakshmi Ranga Theater: Atmakur,CINEMA003660,locality,South,Andhra Pradesh,Atmakur,,518422
N,Lakshmi Theatre: Chodavaram,CINEMA003661,locality,South,Andhra Pradesh,Chodavaram,,
N,Lakshmi Theatre: Kosgi,CINEMA003662,locality,South,Telangana,Kosgi,,
N,Maha Lakshmi Theatre: Koyyalagudem,CINEMA003663,locality,South,Andhra Pradesh,Koyyalagudem,,
N,Maha Lakshmi Theatre: Routhulapudi,CINEMA003664,locality,South,Andhra Pradesh,Routhulapudi,,533446
N,Sri Lakshmi Narasimha Theatre: Anekal,CINEMA003665,locality,South,Karnataka,Anekal,,562106
N,Sri Lakshmi Narayana Theatre 2K A/C Dts:Kothapeta,CINEMA003666,locality,South,Andhra Pradesh,Kothapeta,,
N,Sri Lakshmi Theater A/c DTS: Kotananduru,CINEMA003667,locality,South,Andhra Pradesh,Kotananduru,,
N,Sri Lakshmi Theatre: Thirupparankundram,CINEMA003668,locality,South,Tamil Nadu,Thirupparankundram,,
N,Sri Lakshmi Theatre: Vijayapura (Bijapur),CINEMA003669,locality,South,Karnataka,Vijayapura,,
N,Sri Vijaya Lakshmi Theater: Kankipadu,CINEMA003670,locality,South,Andhra Pradesh,Kankipadu,,
N,"SVC Sri Lakshmi Theatre, Kharmanghat, Hyderabad",CINEMA003671,locality,South,Telangana,Hyderabad,,
N,AGS KRISHNALAYA 4K DOLBY ATMOS: CUDDALORE,CINEMA003672,locality,South,Tamil Nadu,Cuddalore,,
N,Asian Usha Prasad Multiplex: Nizamabad,CINEMA003673,locality,South,Telangana,Nizamabad,,
N,"Bajrang Cinema, Ved Road, Surat",CINEMA003674,locality,West,Gujarat,Surat,,
N,Chhotu Maharaj Cine Cafe: Begusarai,CINEMA003675,locality,East,Bihar,Begusarai,,
N,Chhotu Maharaj Cine Cafe: Bihar Sharif,CINEMA003676,locality,East,Bihar,Bihar Sharif,,803118
N,Chhotu Maharaj Cine Cafe: Charkhi Dadri,CINEMA003677,locality,North,Haryana,Charkhi Dadri,,127306
N,Chhotu Maharaj Cine Cafe: Hansi,CINEMA003678,locality,North,Haryana,Hansi,,
N,"Chhotu Maharaj Cine Cafe: Jabalpur, MP",CINEMA003679,locality,Central,Madhya Pradesh,Jabalpur,,
N,Chhotu Maharaj Cine Cafe: Lakhani,CINEMA003680,locality,West,Maharashtra,Lakhani,,
N,"Chhotu Maharaj Cine Cafe: Mohammadi, Kheri",CINEMA003681,locality,North,Uttar Pradesh,Kheri,,
N,"Chhotu Maharaj Cine Cafe: Poovar, Kerala",CINEMA003682,locality,South,Kerala,Poovar,,
N,"Chhotu Maharaj Cine Cafe: Suriya, Giridi",CINEMA003683,locality,East,Jharkhand,Giridi,,
N,Chhotu Maharaj Cine Cafe: Vellakoil,CINEMA003684,locality,South,Tamil Nadu,Vellakoil,,
N,Chhotu Maharaj Cine Cafe:Unnao,CINEMA003685,locality,North,Uttar Pradesh,Unnao,,209801
N,FunIsland Cinemas: Talwandi Bhai,CINEMA003686,locality,North,Punjab,Talwandi Bhai,,
N,Gayathri Theater 2K Dolby: Yerragondapalem,CINEMA003687,locality,South,Andhra Pradesh,Yerragondapalem,,523327
N,Guru Chitramandir: Ichalkaranji,CINEMA003688,locality,West,Maharashtra,Ichalkaranji,,
N,"INOX Cinemas Indiabulls Mall,  Vijayrajey Nagar, Jodhpur",CINEMA003689,locality,North,Rajasthan,Jodhpur,,
N,"INOX Shipra Mall, Indirapuram, Ghaziabad",CINEMA003690,locality,North,Delhi,Indirapuram,,201014
N,"INOX: Nexus, Whitefield",CINEMA003691,locality,South,Karnataka,Bengaluru,,
N,JP Cinema: Jalalabad,CINEMA003692,locality,North,Punjab,Jalalabad,,
N,Maratha Chitra Mandir: Gadhinglaj,CINEMA003693,locality,West,Maharashtra,Gadhinglaj,,416502
N,"MH Cinema, Ghaziabad",CINEMA003694,locality,North,Uttar Pradesh,Ghaziabad,,
N,"MKS Venkateswara Theatre A/C 4K, Chittoor",CINEMA003695,locality,South,Andhra Pradesh,Chittoor,,
N,MSX Cinemas: Greater Noida,CINEMA003696,locality,North,Uttar Pradesh,Greater Noida,,201315
N,Parameswari Theatre: Kothakota,CINEMA003697,locality,South,Telangana,Kothakota,,509381
N,"PVR Phoenix Marketcity Mall, Whitefield Road, Bengaluru",CINEMA003698,locality,South,Karnataka,Bengaluru,,560048
N,"Raja Talkies, Gandhi Nagar, Kallakurichi",CINEMA003699,locality,South,Tamil Nadu,Kallakurichi,,606202
N,Sandra Movie House 4K RGB Laser: Mavelikkara,CINEMA003700,locality,South,Kerala,Mavelikkara,,
N,Sree Rama Theatre 4K Dolby Atmos: Vizag,CINEMA003701,locality,South,Andhra Pradesh,Vizag,,530016
N,Sri Rajeswari Kala Mandir: Narsannapeta,CINEMA003702,locality,South,Andhra Pradesh,Narsannapeta,,
N,Sri Venkateshwara Mahal: Narsannapeta,CINEMA003703,locality,South,Andhra Pradesh,Narsannapeta,,
N,"SVC Cinemas 4K Laser Atmos, CMR Mall, Eluru",CINEMA003704,locality,South,Andhra Pradesh,Eluru,,
N,"UK Cineplex, Hyderabad",CINEMA003705,locality,South,Telangana,Hyderabad,,500076
N,Vasundhra City Plex: Ambikapur,CINEMA003706,locality,Central,Chhattisgarh,Ambikapur,,
N,VL Rama 4K Dolby: Amalapuram,CINEMA003707,locality,South,Andhra Pradesh,Amalapuram,,
N,Acchi Reddy Theater A/c Dolby DTS: Haliya,CINEMA003708,locality,South,Telangana,Haliya,,
N,Amuse Arena Cinemas (Dolby 7.1): Bodh Gaya,CINEMA003709,locality,East,Bihar,Gaya,,
N,"AVS Cinemas, Hanumangarh",CINEMA003710,locality,North,Rajasthan,Hanumangarh,,335513
N,Cine Park Theatre: Tirupur,CINEMA003711,locality,South,Tamil Nadu,Tirupur,,
N,"Cinepolis Aurum, Navi Mumbai",CINEMA003712,locality,West,Maharashtra,Navi Mumbai,,
N,"Cinepolis Royal Meenakshi Mall, Bannerghatta Road, Bengaluru",CINEMA003713,locality,South,Karnataka,Bengaluru,,
N,"Cinepolis VIP: Lulu Mall, Bengaluru",CINEMA003714,locality,South,Karnataka,Bengaluru,,
N,Cinepolis: Binnypet Mall,CINEMA003715,locality,South,Telangana,Mall,,
N,"Cinepolis: Lulu Mall, Bengaluru",CINEMA003716,locality,South,Karnataka,Bengaluru,,560023
N,"Cinepolis: Lulu Mall, Hyderabad",CINEMA003717,locality,South,Telangana,Hyderabad,,
N,"Cinepolis: Nexus Esplanade, Bhubaneswar",CINEMA003718,locality,East,Odisha,Bhubaneswar,,
N,Cinepolis: Royal Meenakshi Mall,CINEMA003719,locality,South,Telangana,Mall,,
N,"Cinepolis: SJR (Central Mall) Arekere, Bannergatta",CINEMA003720,locality,South,Telangana,Mall,,
N,"INOX Megaplex: Sky City Mall, Borivali",CINEMA003721,locality,West,Maharashtra,Mumbai,,400066
N,"Jai Shankar Cinema, Rahul Nagar, Ekma Chapra",CINEMA003722,locality,East,Bihar,Chapra,,841208
N,"JV Cinemas, Mathura",CINEMA003723,locality,North,Uttar Pradesh,Mathura,,
N,Krishna Talkies: Rajnandgaon,CINEMA003724,locality,Central,Chhattisgarh,Rajnandgaon,,491441
N,"Miraj Cinemas : Vikas Cinemall, Shahdara",CINEMA003725,locality,North,Delhi,Delhi,,110032
N,"Nakshatra Cinemas: Dhekiajuli, Assam",CINEMA003726,locality,North East,Assam,Dhekiajuli,,784110
N,"PVR Pacific D21, Dwarka, New Delhi",CINEMA003727,locality,North,Delhi,New Delhi,,110077
N,"PVR Utkal Galleria, Gautam Nagar, Bhubaneswar",CINEMA003728,locality,East,Odisha,Bhubaneswar,,751009
N,"PVR: Utkal Kanika Galleria, Bhubaneswar",CINEMA003729,locality,East,Odisha,Bhubaneswar,,
N,"Sri Devi Theatre A/C 2K Dolby 7.1, Arakkonam",CINEMA003730,locality,South,Tamil Nadu,Arakkonam,,
N,Sri Jaya Theatre AC Dts: Kothavalasa,CINEMA003731,locality,South,Andhra Pradesh,Kothavalasa,,535183
N,"Sri Kanakadurga RGB 4K Dolby Atmos, Attili",CINEMA003732,locality,South,Andhra Pradesh,Attili,,534134
N,Sri Laxmi Talkies: Paralakhemundi,CINEMA003733,locality,East,Odisha,Paralakhemundi,,
N,"Sri Rajaveni, Jaggampeta",CINEMA003734,locality,South,Andhra Pradesh,Jaggampeta,,533435
N,Sri Venkateswara Theatre: Kalaiyarkovil,CINEMA003735,locality,South,Tamil Nadu,Kalaiyarkovil,,630551
N,Srinivasa Picture Palace: Huzurnagar,CINEMA003736,locality,South,Telangana,Huzurnagar,,508204
N,Udhayam theatre A/C 4K: Manapparai,CINEMA003737,locality,South,Tamil Nadu,Manapparai,,621306
N,Vijetha Deluxe: Narasaraopeta,CINEMA003738,locality,South,Andhra Pradesh,Narasaraopeta,,
N,Sarada Mini A/C Theatre: Chintalapudi,CINEMA003739,locality,South,Andhra Pradesh,Chintalapudi,,
N,K Cineplex: Kopargaon,CINEMA003740,locality,West,Maharashtra,Kopargaon,,423601
N,K Cinemas 4K Dolby Atmos Tripplebeam 3D: Cherai,CINEMA003741,locality,South,Kerala,Cherai,,682501
N,"N K Cinema, Jaysingpur, Kolhapur",CINEMA003742,locality,West,Maharashtra,Jaysingpur,,
N,"S.K Cinemas A/C 4K , Alandur, Chennai",CINEMA003743,locality,South,Tamil Nadu,Chennai,,600064
N,A Nakshatra Cinemas: Lakhimpur,CINEMA003744,locality,North,Uttar Pradesh,Lakhimpur,,787001
N,"B.G. Talkies (AC, Dolby Digital Sound): Chandbali",CINEMA003745,locality,East,Odisha,Chandbali,,
N,"Cinepolis Cinemas, Green City Square, Bathinda",CINEMA003746,locality,North,Punjab,Bathinda,,
N,"Cinepolis World Trade Park, Malviya Nagar, Jaipur",CINEMA003747,locality,North,Rajasthan,Jaipur,,
N,"Cinepolis: World Trade Park Mall, Jaipur",CINEMA003748,locality,North,Rajasthan,Jaipur,,302001
N,CTC Theater: Gorantla,CINEMA003749,locality,South,Andhra Pradesh,Gorantla,,515231
N,Eshwari Thiraiarangam A/C 4K Dolby Atmos,CINEMA003750,locality,South,Tamil Nadu,Chennai,,605757
N,"Fun Cinema City Mall, Indraprastha Industrial Area, Kota",CINEMA003751,locality,North,Rajasthan,Kota,,
N,"Fun Cinemas: City Mall, Kota",CINEMA003752,locality,North,Rajasthan,Kota,,324005
N,Geetha Annapurna Theatre: Palakollu,CINEMA003753,locality,South,Andhra Pradesh,Palakollu,,534260
N,"Gold Cinema, Aakash Mall, Kota",CINEMA003754,locality,North,Rajasthan,Kota,,324007
N,"INOX BMC Bhawani Mall, Shahid Nagar, Bhubaneswar",CINEMA003755,locality,East,Odisha,Bhubaneswar,,751007
N,"INOX Insignia At Epicuria, Nehru Place, New Delhi",CINEMA003756,locality,North,Delhi,New Delhi,,110019
N,Jos Theatre 4K RGB Laser Atmos: Thrissur,CINEMA003757,locality,South,Kerala,Thrissur,,
N,LHD Cinemas: Chandkheda,CINEMA003758,locality,West,Gujarat,Chandkheda,,382424
N,"Miraj Cinemas : Ivory Tower, Subhash Nagar",CINEMA003759,locality,North,Delhi,Delhi,,
N,"Miraj Cinemas: Ivory Tower, Subhash Nagar",CINEMA003760,locality,North,Delhi,Delhi,,
N,Moonlight Cinema: Kathua,CINEMA003761,locality,North,Jammu and Kashmir,Kathua,,
N,Natraj Cinema: Jalna,CINEMA003762,locality,West,Maharashtra,Jalna,,431203
N,"PVR Ampa Skywalk Mall, Aminjikarai, Chennai",CINEMA003763,locality,South,Tamil Nadu,Chennai,,600030
N,"PVR Nilamber Triumph Mall, Saiyed Vasna, Vadodara",CINEMA003764,locality,West,Gujarat,Vadodara,,
N,"PVR: Ampa Mall, Nelson Manickam Road",CINEMA003765,locality,South,Telangana,Mall,,
N,"PVR: City Mall, Yamunanagar",CINEMA003766,locality,South,Telangana,Mall,,
N,"PVR: Soul Spirit Central Mall, Bellandur",CINEMA003767,locality,South,Telangana,Mall,,
N,Ramanath Theater A/C 4K DTS: Nandyal,CINEMA003768,locality,South,Andhra Pradesh,Nandyal,,
N,Revathi Theatre A/C 2K DOLBY 7.1: Tirupur,CINEMA003769,locality,South,Tamil Nadu,Tirupur,,
N,"Shiva Bollywood Theater, Purani Basti Bus Stand, Baloda Bazar",CINEMA003770,locality,Central,Chhattisgarh,Baloda Bazar,,
N,Sri Krishna 70MM: Uppal,CINEMA003771,locality,South,Andhra Pradesh,Krishna,,500039
N,Sri Srinivasa Mahal: Kanchikacherla,CINEMA003772,locality,South,Andhra Pradesh,Kanchikacherla,,
N,"Sri Venkateswara Picture Palace, Kolluru",CINEMA003773,locality,South,Andhra Pradesh,Kolluru,,522324
N,Vemala Picture Palace: Kadiri,CINEMA003774,locality,South,Andhra Pradesh,Kadiri,,515591
N,Venkateshwara Theater: Pebbair,CINEMA003775,locality,South,Telangana,Pebbair,,
N,"Vitross Cineplex, Miryalaguda",CINEMA003776,locality,South,Telangana,Miryalaguda,,
N,Lakshmi Cinema 4K Dolby Atmos RGB Laser Tavarekere,CINEMA003777,locality,South,Karnataka,Bengaluru,,
N,"Lakshmi Cinemas A/C, Thirunageshwaram, Kumbakonam",CINEMA003778,locality,South,Tamil Nadu,Kumbakonam,,612204
N,"Lakshmi Complex, Tenali",CINEMA003779,locality,South,Andhra Pradesh,Tenali,,
N,Lakshmi Complex: Tanuku,CINEMA003780,locality,South,Andhra Pradesh,Tanuku,,
N,"Lakshmi Multiplex, Kovilpatti",CINEMA003781,locality,South,Tamil Nadu,Kovilpatti,,
N,Lakshmi Talkies: Tiptur,CINEMA003782,locality,South,Karnataka,Tiptur,,
N,Sree Lakshmi Talkies: Lakshmikantapur,CINEMA003783,locality,East,West Bengal,Lakshmikantapur,,743345
N,Sri Lakshmi A/C 4k Dolby 7.1: Gottigere,CINEMA003784,locality,South,Karnataka,Bengaluru,,
N,"Sri Lakshmi Cinemas A/C 4K, Gottigere, Bengaluru",CINEMA003785,locality,South,Karnataka,Bengaluru,,560083
N,"Sri Lakshmi Talkies A/C 2K Dolby, Jangareddygudem",CINEMA003786,locality,South,Andhra Pradesh,Jangareddygudem,,534447
N,"AKR Cinemas: SLF Mall, Faridabad",CINEMA003787,locality,North,Haryana,Faridabad,,
N,Amuse Arena Cinemas (Dolby Digital): Gaya,CINEMA003788,locality,East,Bihar,Gaya,,
N,ANN Cinema Complex 4K 3D Dolby Atmos RGB LASER,CINEMA003789,locality,South,Kerala,Ernakulam,,686691
N,Ashok Talkies: Rayagada,CINEMA003790,locality,East,Odisha,Rayagada,,
N,Asoka Cinema: Behala,CINEMA003791,locality,East,West Bengal,Kolkata,,700034
N,Aswini Deluxe A/C Dolby Atmos: Piduguralla,CINEMA003792,locality,South,Andhra Pradesh,Piduguralla,,
N,AV Star Cinema: Ghazipur,CINEMA003793,locality,North,Uttar Pradesh,Ghazipur,,
N,"Brahmakulam Theatre, 4K Dolby Atmos: Kanjany",CINEMA003794,locality,South,Kerala,Kanjany,,680612
N,"Chhotu Maharaj Cinema, Hisar",CINEMA003795,locality,North,Haryana,Hisar,,
N,"Chhotu Maharaj Cinemas, Unnao",CINEMA003796,locality,North,Uttar Pradesh,Unnao,,209801
N,"Chhotu Maharaj: Mau,UP",CINEMA003797,locality,North,Uttar Pradesh,Mau,,275101
N,"Cinemax City Center, City Center Mall, Nashik",CINEMA003798,locality,West,Maharashtra,Nashik,,
N,"Cinepolis: Airia Mall, Sohna Road, Gurgaon",CINEMA003799,locality,North,Haryana,Gurgaon,,
N,"Cinepolis: City Centre Dwarka,Delhi (Newly Opened)",CINEMA003800,locality,North,Delhi,Delhi,,110078
N,"Cinepolis: Grand View High Street, Gurugram",CINEMA003801,locality,North,Haryana,Gurugram,,
N,Cinepolis: Nexus Amritsar,CINEMA003802,locality,North,Punjab,Amritsar,,143006
N,"INOX Brookefield Mall, Kundalahalli, Bengaluru",CINEMA003803,locality,South,Karnataka,Bengaluru,,560037
N,"INOX Megaplex Mall of Asia, Byatarayanapura, Bengaluru",CINEMA003804,locality,South,Karnataka,Bengaluru,,
N,"INOX Megaplex, Phoenix Mall of the Millennium, Wakad, Pune",CINEMA003805,locality,West,Maharashtra,Pune,,411057
N,"INOX: Forum Rangoli Mall, Belur",CINEMA003806,locality,South,Karnataka,Belur,,
N,INOX: Megaplex Mall of Asia Bangalore,CINEMA003807,locality,South,Karnataka,Bangalore,,
N,JMR Cinemas: Vellampalli,CINEMA003808,locality,South,Andhra Pradesh,Vellampalli,,
N,Laxmi AC Deluxe Theatre: Korutla,CINEMA003809,locality,South,Telangana,Korutla,,
N,Laxmi AC Deluxe Theatre: Metpally,CINEMA003810,locality,South,Telangana,Metpally,,
N,"Laxmi Citypride Multiplex: Laxmi Mall, Hubli",CINEMA003811,locality,South,Karnataka,Hubli,,580020
N,Milan Theatre: Chickmagaluru,CINEMA003812,locality,South,Karnataka,Chickmagaluru,,
N,"Miraj Cinemas : Aakash, Azadpur",CINEMA003813,locality,North,Delhi,Delhi,,
N,"Miraj Cinemas : Anand Mall and Movies ,Narsingi",CINEMA003814,locality,West,Gujarat,Anand,,
N,"Miraj Cinemas : Cinepride, Krishna Nagar",CINEMA003815,locality,South,Andhra Pradesh,Krishna,,
N,"Miraj Cinemas : M4U, Sahibabad",CINEMA003816,locality,North,Uttar Pradesh,Sahibabad,,201006
N,"Miraj Cinemas : Vitthal Plaza, New Naroda",CINEMA003817,locality,West,Gujarat,Ahmedabad,,
N,Miraj Cinemas: India Expo Plaza (Newly Opened),CINEMA003818,locality,West,Maharashtra,Miraj,,
N,MR Cinema: Jind,CINEMA003819,locality,North,Haryana,Jind,,126102
N,"MSX Silver City Haldiram City Mall, Faridabad",CINEMA003820,locality,North,Haryana,Faridabad,,121007
N,Natraj Theatre: Bellary,CINEMA003821,locality,South,Karnataka,Bellary,,
N,"New Ram Chitra Mandir, Latur",CINEMA003822,locality,West,Maharashtra,Latur,,
N,Prerana Cinema: Bihpuria,CINEMA003823,locality,North East,Assam,Bihpuria,,
