,Primary Product Information,,,,,,,,,General Filters,,,,Specifications,,,,
Delete,Product Name,Sku,Short Description,Meta Title,Meta Description,Meta Keywords,Image,Sort Order,Status,Cinema Chain,Screen Recomend,Audience Class,Tier Preference,Seats,Screen,Rank,Total Screen,Google Map Location
N,"Qube Neelima Theatre, Anantapur, Andhra Pradesh",CINEMA003045,"Located on Qube Neelima Theatre, Anantapur, Andhra Pradesh","Advertising in Qube Neelima Theatre, Anantapur, Andhra Pradesh | Excellent Publicity","Advertising Rate for Qube Neelima Theatre, Anantapur, Andhra Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 2,462,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Neelima%20Theatre%2C%20Anantapur%2C%20Andhra%20Pradesh
N,"Qube Annapoorna Theatre, East Godavari, Andhra Pradesh",CINEMA003046,"Located on Qube Annapoorna Theatre, East Godavari, Andhra Pradesh","Advertising in Qube Annapoorna Theatre, East Godavari, Andhra Pradesh | Excellent Publicity","Advertising Rate for Qube Annapoorna Theatre, East Godavari, Andhra Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,349,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Annapoorna%20Theatre%2C%20East%20Godavari%2C%20Andhra%20Pradesh
N,"Qube Anurag Theatre, Chipurupalle, Andhra Pradesh",CINEMA003047,"Located on Qube Anurag Theatre, Chipurupalle, Andhra Pradesh","Advertising in Qube Anurag Theatre, Chipurupalle, Andhra Pradesh | Excellent Publicity","Advertising Rate for Qube Anurag Theatre, Chipurupalle, Andhra Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 3,298,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Anurag%20Theatre%2C%20Chipurupalle%2C%20Andhra%20Pradesh
N,"Qube Radiance Cinema Screen 1 Epiq, Rajapalayam, Tamil Nadu",CINEMA003048,"Located on Qube Radiance Cinema Screen 1 Epiq, Rajapalayam, Tamil Nadu","Advertising in Qube Radiance Cinema Screen 1 Epiq, Rajapalayam, Tamil Nadu | Excellent Publicity","Advertising Rate for Qube Radiance Cinema Screen 1 Epiq, Rajapalayam, Tamil Nadu",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 3,306,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Radiance%20Cinema%20Screen%201%20Epiq%2C%20Rajapalayam%2C%20Tamil%20Nadu
N,"Qube Radiance Cinema Screen 2 formally known as Shanthi Theatre, Rajapalayam, Tamil Nadu",CINEMA003049,"Located on Qube Radiance Cinema Screen 2 formally known as Shanthi Theatre, Rajapalayam, Tamil Nadu","Advertising in Qube Radiance Cinema Screen 2 formally known as Shanthi Theatre, Rajapalayam, Tamil Nadu | Excellent Publicity","Advertising Rate for Qube Radiance Cinema Screen 2 formally known as Shanthi Theatre, Rajapalayam, Tamil Nadu",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 3,120,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Radiance%20Cinema%20Screen%202%20formally%20known%20as%20Shanthi%20Theatre%2C%20Rajapalayam%2C%20Tamil%20Nadu
N,"Qube Jeya Anand A/C Theatre Screen 2, Rajapalayam, Tamil Nadu",CINEMA003050,"Located on Qube Jeya Anand A/C Theatre Screen 2, Rajapalayam, Tamil Nadu","Advertising in Qube Jeya Anand A/C Theatre Screen 2, Rajapalayam, Tamil Nadu | Excellent Publicity","Advertising Rate for Qube Jeya Anand A/C Theatre Screen 2, Rajapalayam, Tamil Nadu",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 3,1000,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Jeya%20Anand%20A%2FC%20Theatre%20Screen%202%2C%20Rajapalayam%2C%20Tamil%20Nadu
N,"Qube Neelam Cinema Screen 1, Jalna, Maharashtra",CINEMA003051,"Located on Qube Neelam Cinema Screen 1, Jalna, Maharashtra","Advertising in Qube Neelam Cinema Screen 1, Jalna, Maharashtra | Excellent Publicity","Advertising Rate for Qube Neelam Cinema Screen 1, Jalna, Maharashtra",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 2,758,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Neelam%20Cinema%20Screen%201%2C%20Jalna%2C%20Maharashtra
N,"Qube Connplex Cinemas Screen 1, Sangamner, Maharashtra",CINEMA003052,"Located on Qube Connplex Cinemas Screen 1, Sangamner, Maharashtra","Advertising in Qube Connplex Cinemas Screen 1, Sangamner, Maharashtra | Excellent Publicity","Advertising Rate for Qube Connplex Cinemas Screen 1, Sangamner, Maharashtra",,qubecinemalogo.jpeg,1,1,Qube,2,Gold,Tier 3,248,,,2,https://www.google.com/maps/search/?api=1&query=Qube%20Connplex%20Cinemas%20Screen%201%2C%20Sangamner%2C%20Maharashtra
N,"Qube Cine Prime Cinema – Naroda  Screen 1, Ahmedabad, Gujarat",CINEMA003053,"Located on Qube Cine Prime Cinema – Naroda  Screen 1, Ahmedabad, Gujarat","Advertising in Qube Cine Prime Cinema – Naroda  Screen 1, Ahmedabad, Gujarat | Excellent Publicity","Advertising Rate for Qube Cine Prime Cinema – Naroda  Screen 1, Ahmedabad, Gujarat",,qubecinemalogo.jpeg,1,1,Qube,4,Gold,Tier 1,378,,,4,https://www.google.com/maps/search/?api=1&query=Qube%20Cine%20Prime%20Cinema%20%E2%80%93%20Naroda%20%C2%A0Screen%201%2C%20Ahmedabad%2C%20Gujarat
N,"Qube Gold Digital Cinema, Hojai, Assam",CINEMA003054,"Located on Qube Gold Digital Cinema, Hojai, Assam","Advertising in Qube Gold Digital Cinema, Hojai, Assam | Excellent Publicity","Advertising Rate for Qube Gold Digital Cinema, Hojai, Assam",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,183,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Gold%20Digital%20Cinema%2C%20Hojai%2C%20Assam
N,"Qube Sesha Mahal Theatre, Tadepalligudem, Andhra Pradesh",CINEMA003055,"Located on Qube Sesha Mahal Theatre, Tadepalligudem, Andhra Pradesh","Advertising in Qube Sesha Mahal Theatre, Tadepalligudem, Andhra Pradesh | Excellent Publicity","Advertising Rate for Qube Sesha Mahal Theatre, Tadepalligudem, Andhra Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 2,443,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Sesha%20Mahal%20Theatre%2C%20Tadepalligudem%2C%20Andhra%20Pradesh
N,"Qube Sri Padmaja Mini Theatre, Tadepalligudem, Andhra Pradesh",CINEMA003056,"Located on Qube Sri Padmaja Mini Theatre, Tadepalligudem, Andhra Pradesh","Advertising in Qube Sri Padmaja Mini Theatre, Tadepalligudem, Andhra Pradesh | Excellent Publicity","Advertising Rate for Qube Sri Padmaja Mini Theatre, Tadepalligudem, Andhra Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 2,135,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Sri%20Padmaja%20Mini%20Theatre%2C%20Tadepalligudem%2C%20Andhra%20Pradesh
N,"Qube Ranga Mahal Theatre, Tadepalligudem, Andhra Pradesh",CINEMA003057,"Located on Qube Ranga Mahal Theatre, Tadepalligudem, Andhra Pradesh","Advertising in Qube Ranga Mahal Theatre, Tadepalligudem, Andhra Pradesh | Excellent Publicity","Advertising Rate for Qube Ranga Mahal Theatre, Tadepalligudem, Andhra Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 2,413,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Ranga%20Mahal%20Theatre%2C%20Tadepalligudem%2C%20Andhra%20Pradesh
N,"Qube Chalapathi Mini Theatre, Tadepalligudem, Andhra Pradesh",CINEMA003058,"Located on Qube Chalapathi Mini Theatre, Tadepalligudem, Andhra Pradesh","Advertising in Qube Chalapathi Mini Theatre, Tadepalligudem, Andhra Pradesh | Excellent Publicity","Advertising Rate for Qube Chalapathi Mini Theatre, Tadepalligudem, Andhra Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 2,121,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Chalapathi%20Mini%20Theatre%2C%20Tadepalligudem%2C%20Andhra%20Pradesh
N,"Qube Mini Rohini Theatre, Chennai, Tamil Nadu",CINEMA003059,"Located on Qube Mini Rohini Theatre, Chennai, Tamil Nadu","Advertising in Qube Mini Rohini Theatre, Chennai, Tamil Nadu | Excellent Publicity","Advertising Rate for Qube Mini Rohini Theatre, Chennai, Tamil Nadu",,qubecinemalogo.jpeg,1,1,Qube,1,,Tier 1,120,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Mini%20Rohini%20Theatre%2C%20Chennai%2C%20Tamil%20Nadu
N,"Qube Sri Ranganatha Talkies, Sira, Karnataka",CINEMA003060,"Located on Qube Sri Ranganatha Talkies, Sira, Karnataka","Advertising in Qube Sri Ranganatha Talkies, Sira, Karnataka | Excellent Publicity","Advertising Rate for Qube Sri Ranganatha Talkies, Sira, Karnataka",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,500,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Sri%20Ranganatha%20Talkies%2C%20Sira%2C%20Karnataka
N,"Qube Sri Ganapathy Talkies, Udagamandalam, Tamil Nadu",CINEMA003061,"Located on Qube Sri Ganapathy Talkies, Udagamandalam, Tamil Nadu","Advertising in Qube Sri Ganapathy Talkies, Udagamandalam, Tamil Nadu | Excellent Publicity","Advertising Rate for Qube Sri Ganapathy Talkies, Udagamandalam, Tamil Nadu",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,520,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Sri%20Ganapathy%20Talkies%2C%20Udagamandalam%2C%20Tamil%20Nadu
N,"Qube E-Box Cinema Screen 1, Greater Noida, Delhi & NCR",CINEMA003062,"Located on Qube E-Box Cinema Screen 1, Greater Noida, Delhi & NCR","Advertising in Qube E-Box Cinema Screen 1, Greater Noida, Delhi & NCR | Excellent Publicity","Advertising Rate for Qube E-Box Cinema Screen 1, Greater Noida, Delhi & NCR",,qubecinemalogo.jpeg,1,1,Qube,4,,Tier 1,928,,,4,https://www.google.com/maps/search/?api=1&query=Qube%20E-Box%20Cinema%20Screen%201%2C%20Greater%20Noida%2C%20Delhi%20%26%20NCR
N,"Qube Sri Venkateshwara Theatre, Kalayarkoil, Tamil Nadu",CINEMA003063,"Located on Qube Sri Venkateshwara Theatre, Kalayarkoil, Tamil Nadu","Advertising in Qube Sri Venkateshwara Theatre, Kalayarkoil, Tamil Nadu | Excellent Publicity","Advertising Rate for Qube Sri Venkateshwara Theatre, Kalayarkoil, Tamil Nadu",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,365,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Sri%20Venkateshwara%20Theatre%2C%20Kalayarkoil%2C%20Tamil%20Nadu
N,"Qube Galaxy Entertainment International Ltd- Screen-1, Manipal, Karnataka",CINEMA003064,"Located on Qube Galaxy Entertainment International Ltd- Screen-1, Manipal, Karnataka","Advertising in Qube Galaxy Entertainment International Ltd- Screen-1, Manipal, Karnataka | Excellent Publicity","Advertising Rate for Qube Galaxy Entertainment International Ltd- Screen-1, Manipal, Karnataka",,qubecinemalogo.jpeg,1,1,Qube,3,Gold,Tier 2,488,,,3,https://www.google.com/maps/search/?api=1&query=Qube%20Galaxy%20Entertainment%20International%20Ltd-%20Screen-1%2C%20Manipal%2C%20Karnataka
N,"Qube NY Cinema Screen 1, Ghaziabad, Delhi & NCR",CINEMA003065,"Located on Qube NY Cinema Screen 1, Ghaziabad, Delhi & NCR","Advertising in Qube NY Cinema Screen 1, Ghaziabad, Delhi & NCR | Excellent Publicity","Advertising Rate for Qube NY Cinema Screen 1, Ghaziabad, Delhi & NCR",,qubecinemalogo.jpeg,1,1,Qube,5,,Tier 1,785,,,5,https://www.google.com/maps/search/?api=1&query=Qube%20NY%20Cinema%20Screen%201%2C%20Ghaziabad%2C%20Delhi%20%26%20NCR
N,"Qube Sarathi Cinemas Screen 1, Rajahmundry, Andhra Pradesh",CINEMA003066,"Located on Qube Sarathi Cinemas Screen 1, Rajahmundry, Andhra Pradesh","Advertising in Qube Sarathi Cinemas Screen 1, Rajahmundry, Andhra Pradesh | Excellent Publicity","Advertising Rate for Qube Sarathi Cinemas Screen 1, Rajahmundry, Andhra Pradesh",,qubecinemalogo.jpeg,1,1,Qube,6,Gold,Tier 2,1394,,,6,https://www.google.com/maps/search/?api=1&query=Qube%20Sarathi%20Cinemas%20Screen%201%2C%20Rajahmundry%2C%20Andhra%20Pradesh
N,"Qube Connplex Luxuriance Kankarbagh Screen 1, Patna, Bihar",CINEMA003067,"Located on Qube Connplex Luxuriance Kankarbagh Screen 1, Patna, Bihar","Advertising in Qube Connplex Luxuriance Kankarbagh Screen 1, Patna, Bihar | Excellent Publicity","Advertising Rate for Qube Connplex Luxuriance Kankarbagh Screen 1, Patna, Bihar",,qubecinemalogo.jpeg,1,1,Qube,2,Gold,Tier 2,131,,,2,https://www.google.com/maps/search/?api=1&query=Qube%20Connplex%20Luxuriance%20Kankarbagh%20Screen%201%2C%20Patna%2C%20Bihar
N,"Qube Sandhya Theatre, Bangalore, Karnataka",CINEMA003068,"Located on Qube Sandhya Theatre, Bangalore, Karnataka","Advertising in Qube Sandhya Theatre, Bangalore, Karnataka | Excellent Publicity","Advertising Rate for Qube Sandhya Theatre, Bangalore, Karnataka",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 1,756,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Sandhya%20Theatre%2C%20Bangalore%2C%20Karnataka
N,"Qube Connplex Cinema Screen 1, Odisha, Odisha",CINEMA003069,"Located on Qube Connplex Cinema Screen 1, Odisha, Odisha","Advertising in Qube Connplex Cinema Screen 1, Odisha, Odisha | Excellent Publicity","Advertising Rate for Qube Connplex Cinema Screen 1, Odisha, Odisha",,qubecinemalogo.jpeg,1,1,Qube,3,Gold,Tier 3,206,,,3,https://www.google.com/maps/search/?api=1&query=Qube%20Connplex%20Cinema%20Screen%201%2C%20Odisha%2C%20Odisha
N,"Qube Connplex Cinema Screen 1, Mundra, Gujarat",CINEMA003070,"Located on Qube Connplex Cinema Screen 1, Mundra, Gujarat","Advertising in Qube Connplex Cinema Screen 1, Mundra, Gujarat | Excellent Publicity","Advertising Rate for Qube Connplex Cinema Screen 1, Mundra, Gujarat",,qubecinemalogo.jpeg,1,1,Qube,3,Gold,Tier 3,278,,,3,https://www.google.com/maps/search/?api=1&query=Qube%20Connplex%20Cinema%20Screen%201%2C%20Mundra%2C%20Gujarat
N,"Qube The Royal Cinemas, Jamui, Bihar",CINEMA003071,"Located on Qube The Royal Cinemas, Jamui, Bihar","Advertising in Qube The Royal Cinemas, Jamui, Bihar | Excellent Publicity","Advertising Rate for Qube The Royal Cinemas, Jamui, Bihar",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,45,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20The%20Royal%20Cinemas%2C%20Jamui%2C%20Bihar
N,"Qube Palaxi Cinemas Screen 1, Thrissur, Kerala",CINEMA003072,"Located on Qube Palaxi Cinemas Screen 1, Thrissur, Kerala","Advertising in Qube Palaxi Cinemas Screen 1, Thrissur, Kerala | Excellent Publicity","Advertising Rate for Qube Palaxi Cinemas Screen 1, Thrissur, Kerala",,qubecinemalogo.jpeg,1,1,Qube,6,Gold,Tier 2,682,,,6,https://www.google.com/maps/search/?api=1&query=Qube%20Palaxi%20Cinemas%20Screen%201%2C%20Thrissur%2C%20Kerala
N,"Qube Laxmi Narayan Smart Theater Screen 1, Jehanabad, Bihar",CINEMA003073,"Located on Qube Laxmi Narayan Smart Theater Screen 1, Jehanabad, Bihar","Advertising in Qube Laxmi Narayan Smart Theater Screen 1, Jehanabad, Bihar | Excellent Publicity","Advertising Rate for Qube Laxmi Narayan Smart Theater Screen 1, Jehanabad, Bihar",,qubecinemalogo.jpeg,1,1,Qube,2,Gold,Tier 3,96,,,2,https://www.google.com/maps/search/?api=1&query=Qube%20Laxmi%20Narayan%20Smart%20Theater%20Screen%201%2C%20Jehanabad%2C%20Bihar
N,"Qube J Cinemas A/C Screen 1, Chinnalapatti, Tamil Nadu",CINEMA003074,"Located on Qube J Cinemas A/C Screen 1, Chinnalapatti, Tamil Nadu","Advertising in Qube J Cinemas A/C Screen 1, Chinnalapatti, Tamil Nadu | Excellent Publicity","Advertising Rate for Qube J Cinemas A/C Screen 1, Chinnalapatti, Tamil Nadu",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 3,300,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20J%20Cinemas%20A%2FC%20Screen%201%2C%20Chinnalapatti%2C%20Tamil%20Nadu
N,"Qube Sri Bhavani Theatre Screen 1, Tekkali, Andhra Pradesh",CINEMA003075,"Located on Qube Sri Bhavani Theatre Screen 1, Tekkali, Andhra Pradesh","Advertising in Qube Sri Bhavani Theatre Screen 1, Tekkali, Andhra Pradesh | Excellent Publicity","Advertising Rate for Qube Sri Bhavani Theatre Screen 1, Tekkali, Andhra Pradesh",,qubecinemalogo.jpeg,1,1,Qube,2,Gold,Tier 3,741,,,2,https://www.google.com/maps/search/?api=1&query=Qube%20Sri%20Bhavani%20Theatre%20Screen%201%2C%20Tekkali%2C%20Andhra%20Pradesh
N,"Qube Sri Devi Theatre, Anaveri, Karnataka",CINEMA003076,"Located on Qube Sri Devi Theatre, Anaveri, Karnataka","Advertising in Qube Sri Devi Theatre, Anaveri, Karnataka | Excellent Publicity","Advertising Rate for Qube Sri Devi Theatre, Anaveri, Karnataka",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,305,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Sri%20Devi%20Theatre%2C%20Anaveri%2C%20Karnataka
N,"Qube Asha Cinemark Screen 1, Solapur, Maharashtra",CINEMA003077,"Located on Qube Asha Cinemark Screen 1, Solapur, Maharashtra","Advertising in Qube Asha Cinemark Screen 1, Solapur, Maharashtra | Excellent Publicity","Advertising Rate for Qube Asha Cinemark Screen 1, Solapur, Maharashtra",,qubecinemalogo.jpeg,1,1,Qube,2,Gold,Tier 2,258,,,2,https://www.google.com/maps/search/?api=1&query=Qube%20Asha%20Cinemark%20Screen%201%2C%20Solapur%2C%20Maharashtra
N,"Qube Microcineplex Cinema Screen 1, Dehradun, Uttarakhand",CINEMA003078,"Located on Qube Microcineplex Cinema Screen 1, Dehradun, Uttarakhand","Advertising in Qube Microcineplex Cinema Screen 1, Dehradun, Uttarakhand | Excellent Publicity","Advertising Rate for Qube Microcineplex Cinema Screen 1, Dehradun, Uttarakhand",,qubecinemalogo.jpeg,1,1,Qube,3,Gold,Tier 2,824,,,3,https://www.google.com/maps/search/?api=1&query=Qube%20Microcineplex%20Cinema%20Screen%201%2C%20Dehradun%2C%20Uttarakhand
N,"Qube S R Cinemas 
Screen 1, Mandapeta, Andhra Pradesh",CINEMA003079,"Located on Qube S R Cinemas 
Screen 1, Mandapeta, Andhra Pradesh","Advertising in Qube S R Cinemas 
Screen 1, Mandapeta, Andhra Pradesh | Excellent Publicity","Advertising Rate for Qube S R Cinemas 
Screen 1, Mandapeta, Andhra Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,710,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20S%20R%20Cinemas%20%0AScreen%201%2C%20Mandapeta%2C%20Andhra%20Pradesh
N,"Qube RLR 
Mourya 
Cinema, Bhilai, Chhattisgarh",CINEMA003080,"Located on Qube RLR 
Mourya 
Cinema, Bhilai, Chhattisgarh","Advertising in Qube RLR 
Mourya 
Cinema, Bhilai, Chhattisgarh | Excellent Publicity","Advertising Rate for Qube RLR 
Mourya 
Cinema, Bhilai, Chhattisgarh",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 2,426,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20RLR%20%0AMourya%20%0ACinema%2C%20Bhilai%2C%20Chhattisgarh
N,"Qube Amuse Arena Cinema Screen 1, Bodhgaya, Bihar",CINEMA003081,"Located on Qube Amuse Arena Cinema Screen 1, Bodhgaya, Bihar","Advertising in Qube Amuse Arena Cinema Screen 1, Bodhgaya, Bihar | Excellent Publicity","Advertising Rate for Qube Amuse Arena Cinema Screen 1, Bodhgaya, Bihar",,qubecinemalogo.jpeg,1,1,Qube,2,Gold,Tier 3,368,,,2,https://www.google.com/maps/search/?api=1&query=Qube%20Amuse%20Arena%20Cinema%20Screen%201%2C%20Bodhgaya%2C%20Bihar
N,"Qube Pragati Cinema Screen 1, Surat, Gujarat",CINEMA003082,"Located on Qube Pragati Cinema Screen 1, Surat, Gujarat","Advertising in Qube Pragati Cinema Screen 1, Surat, Gujarat | Excellent Publicity","Advertising Rate for Qube Pragati Cinema Screen 1, Surat, Gujarat",,qubecinemalogo.jpeg,1,1,Qube,4,Gold,Tier 2,384,,,4,https://www.google.com/maps/search/?api=1&query=Qube%20Pragati%20Cinema%20Screen%201%2C%20Surat%2C%20Gujarat
N,"Qube Renuka Prasanna Chitra Mandira, Bangalore, Karnataka",CINEMA003083,"Located on Qube Renuka Prasanna Chitra Mandira, Bangalore, Karnataka","Advertising in Qube Renuka Prasanna Chitra Mandira, Bangalore, Karnataka | Excellent Publicity","Advertising Rate for Qube Renuka Prasanna Chitra Mandira, Bangalore, Karnataka",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 1,900,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Renuka%C2%A0Prasanna%C2%A0Chitra%20Mandira%2C%20Bangalore%2C%20Karnataka
N,"Qube S R Cinemas 
Screen 2, Mandapeta, Andhra Pradesh",CINEMA003084,"Located on Qube S R Cinemas 
Screen 2, Mandapeta, Andhra Pradesh","Advertising in Qube S R Cinemas 
Screen 2, Mandapeta, Andhra Pradesh | Excellent Publicity","Advertising Rate for Qube S R Cinemas 
Screen 2, Mandapeta, Andhra Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 3,710,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20S%20R%20Cinemas%20%0AScreen%202%2C%20Mandapeta%2C%20Andhra%20Pradesh
N,"Qube Malik Touring Talkies, Mulakalacheruvu, Andhra Pradesh",CINEMA003085,"Located on Qube Malik Touring Talkies, Mulakalacheruvu, Andhra Pradesh","Advertising in Qube Malik Touring Talkies, Mulakalacheruvu, Andhra Pradesh | Excellent Publicity","Advertising Rate for Qube Malik Touring Talkies, Mulakalacheruvu, Andhra Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,300,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Malik%20Touring%20Talkies%2C%20Mulakalacheruvu%2C%20Andhra%20Pradesh
N,"Qube Swagath Shankarnag Chitra Mandira, Bangalore, Karnataka",CINEMA003086,"Located on Qube Swagath Shankarnag Chitra Mandira, Bangalore, Karnataka","Advertising in Qube Swagath Shankarnag Chitra Mandira, Bangalore, Karnataka | Excellent Publicity","Advertising Rate for Qube Swagath Shankarnag Chitra Mandira, Bangalore, Karnataka",,qubecinemalogo.jpeg,1,1,Qube,1,Gold,Tier 1,614,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Swagath%20Shankarnag%20Chitra%20Mandira%2C%20Bangalore%2C%20Karnataka
N,"Qube KSPS Ganapathi Kalaiarangam Screen 1, Thoothukudi, Tamil Nadu",CINEMA003087,"Located on Qube KSPS Ganapathi Kalaiarangam Screen 1, Thoothukudi, Tamil Nadu","Advertising in Qube KSPS Ganapathi Kalaiarangam Screen 1, Thoothukudi, Tamil Nadu | Excellent Publicity","Advertising Rate for Qube KSPS Ganapathi Kalaiarangam Screen 1, Thoothukudi, Tamil Nadu",,qubecinemalogo.jpeg,1,1,Qube,2,Gold,Tier 2,540,,,2,https://www.google.com/maps/search/?api=1&query=Qube%20KSPS%20Ganapathi%20Kalaiarangam%20Screen%201%2C%20Thoothukudi%2C%20Tamil%20Nadu
N,"Qube Sri Vinayaka Theatre, Kanipakam, Andhra Pradesh",CINEMA003088,"Located on Qube Sri Vinayaka Theatre, Kanipakam, Andhra Pradesh","Advertising in Qube Sri Vinayaka Theatre, Kanipakam, Andhra Pradesh | Excellent Publicity","Advertising Rate for Qube Sri Vinayaka Theatre, Kanipakam, Andhra Pradesh",,qubecinemalogo.jpeg,1,1,Qube,1,Silver,Tier 3,300,,,1,https://www.google.com/maps/search/?api=1&query=Qube%20Sri%20Vinayaka%20Theatre%2C%20Kanipakam%2C%20Andhra%20Pradesh
